Date,label,sentiment_ma30,Close,market_ma30,sentiment_norm,market_norm,prev_market,next_market
2005-11-10,1.3333333333333333,1.211111111111111,2177.25,2186.2350056966147,0.606060606060606,0.00932101375413667,,0.009202928568880376
2005-11-11,1.3333333333333333,1.2222222222222219,2220.199951171875,2185.3950073242186,0.612121212121212,0.009202928568880376,0.00932101375413667,0.009052040735692575
2005-11-14,1.3333333333333333,1.1777777777777778,2227.14990234375,2184.321667480469,0.5878787878787879,0.009052040735692575,0.009202928568880376,0.008887564165639652
2005-11-16,1.0,1.1666666666666665,2245.25,2183.1516642252604,0.5818181818181817,0.008887564165639652,0.009052040735692575,0.00878353676777167
2005-11-17,1.0,1.1555555555555554,2259.550048828125,2182.4116658528646,0.5757575757575757,0.00878353676777167,0.008887564165639652,0.008760107122124593
2005-11-18,1.0,1.1444444444444444,2269.0,2182.244999186198,0.5696969696969696,0.008760107122124593,0.00878353676777167,0.00855298928340934
2005-11-21,1.3333333333333333,1.1888888888888889,2255.25,2180.7716674804688,0.5939393939393939,0.00855298928340934,0.008760107122124593,0.008113214377003044
2005-11-22,1.3333333333333333,1.1888888888888889,2233.89990234375,2177.6433308919272,0.5939393939393939,0.008113214377003044,0.00855298928340934,0.007842601969779024
2005-11-23,1.0,1.1777777777777776,2255.5,2175.718330891927,0.5878787878787878,0.007842601969779024,0.008113214377003044,0.007864391082620577
2005-11-24,1.3333333333333333,1.1777777777777778,2274.699951171875,2175.873327636719,0.5878787878787879,0.007864391082620577,0.007842601969779024,0.00803589540234193
2005-11-25,1.3333333333333333,1.1999999999999997,2300.699951171875,2177.0933227539062,0.5999999999999999,0.00803589540234193,0.007864391082620577,0.008472858293660299
2005-11-28,0.6666666666666666,1.1555555555555554,2346.85009765625,2180.2016560872394,0.5757575757575757,0.008472858293660299,0.00803589540234193,0.008813994163087242
2005-11-29,1.0,1.1444444444444444,2336.800048828125,2182.6283243815105,0.5696969696969696,0.008813994163087242,0.008472858293660299,0.009188399442917617
2005-11-30,1.0,1.1555555555555554,2306.14990234375,2185.2916544596355,0.5757575757575757,0.009188399442917617,0.008813994163087242,0.009944005515036564
2005-12-01,1.0,1.1444444444444444,2342.300048828125,2190.6666544596355,0.5696969696969696,0.009944005515036564,0.009188399442917617,0.010752561671097382
2005-12-02,0.6666666666666666,1.1222222222222222,2345.14990234375,2196.4183146158853,0.5575757575757575,0.010752561671097382,0.009944005515036564,0.011510745233042692
2005-12-05,0.6666666666666666,1.0666666666666667,2319.699951171875,2201.811649576823,0.5272727272727273,0.011510745233042692,0.010752561671097382,0.012507911180588326
2005-12-06,1.0,1.0555555555555556,2318.449951171875,2208.9049845377604,0.5212121212121212,0.012507911180588326,0.011510745233042692,0.01370094919454889
2005-12-07,1.3333333333333333,1.0555555555555556,2339.75,2217.3916544596354,0.5212121212121212,0.01370094919454889,0.012507911180588326,0.014785507262747957
2005-12-08,1.3333333333333333,1.0555555555555556,2350.89990234375,2225.106652832031,0.5212121212121212,0.014785507262747957,0.01370094919454889,0.016162233469776632
2005-12-09,1.3333333333333333,1.0555555555555556,2385.85009765625,2234.8999877929687,0.5212121212121212,0.016162233469776632,0.014785507262747957,0.017539896633826085
2005-12-12,1.3333333333333333,1.0666666666666667,2402.5,2244.699987792969,0.5272727272727273,0.017539896633826085,0.016162233469776632,0.019084847238990663
2005-12-13,1.3333333333333333,1.0888888888888888,2427.89990234375,2255.6899861653646,0.5393939393939394,0.019084847238990663,0.017539896633826085,0.020835744200588088
2005-12-14,1.0,1.0777777777777777,2425.699951171875,2268.144982910156,0.5333333333333333,0.020835744200588088,0.019084847238990663,0.02261194529388701
2005-12-15,0.6666666666666666,1.0555555555555556,2401.199951171875,2280.77998046875,0.5212121212121212,0.02261194529388701,0.020835744200588088,0.024287632864152097
2005-12-16,0.6666666666666666,1.0444444444444445,2425.39990234375,2292.6999755859374,0.5151515151515152,0.024287632864152097,0.02261194529388701,0.025910135825213752
2005-12-19,0.6666666666666666,1.0,2452.64990234375,2304.2416422526044,0.49090909090909096,0.025910135825213752,0.024287632864152097,0.02733887630318925
2005-12-20,1.3333333333333333,0.9999999999999999,2446.85009765625,2314.40498046875,0.4909090909090909,0.02733887630318925,0.025910135825213752,0.028615791990956107
2005-12-21,0.6666666666666666,0.9777777777777777,2445.5,2323.488313802083,0.4787878787878788,0.028615791990956107,0.02733887630318925,0.029964168097946664
2005-12-22,1.0,0.9666666666666667,2454.35009765625,2333.07998046875,0.4727272727272728,0.029964168097946664,0.028615791990956107,0.031130262019413074
2005-12-23,1.0,0.9666666666666667,2426.10009765625,2341.3749837239584,0.4727272727272728,0.031130262019413074,0.029964168097946664,0.03186618741799358
2005-12-26,1.3333333333333333,0.9777777777777776,2377.25,2346.6099853515625,0.47878787878787876,0.03186618741799358,0.031130262019413074,0.03279165842105402
2005-12-27,0.6666666666666666,0.9777777777777777,2424.64990234375,2353.193318684896,0.4787878787878788,0.03279165842105402,0.03186618741799358,0.03362013091994056
2005-12-28,0.6666666666666666,0.9777777777777777,2422.050048828125,2359.0866536458334,0.4787878787878788,0.03362013091994056,0.03279165842105402,0.03446711261008321
2005-12-29,0.6666666666666666,0.9666666666666666,2440.300048828125,2365.1116536458335,0.4727272727272727,0.03446711261008321,0.03362013091994056,0.035358376101693706
2005-12-30,1.3333333333333333,0.9777777777777777,2459.199951171875,2371.451652018229,0.4787878787878788,0.035358376101693706,0.03446711261008321,0.03633773528974245
2006-01-02,0.6666666666666666,1.011111111111111,2464.25,2378.418318684896,0.496969696969697,0.03633773528974245,0.035358376101693706,0.037596610836776456
2006-01-03,0.6666666666666666,1.0,2502.550048828125,2387.373323567708,0.49090909090909096,0.037596610836776456,0.03633773528974245,0.03884798843959319
2006-01-04,0.6666666666666666,0.9999999999999999,2522.550048828125,2396.2749918619793,0.4909090909090909,0.03884798843959319,0.037596610836776456,0.04002275064353362
2006-01-05,0.6666666666666666,0.9888888888888888,2525.39990234375,2404.631656901042,0.48484848484848486,0.04002275064353362,0.03884798843959319,0.04113144193316457
